DesignRole,Classe,NOM,DIT,CBO,LCom,NOC,NOM,RFC,WMC,File,Type,IsArchitecturalRole
PERSISTENCE,br.com.webbudget.domain.repository.movement.PaymentRepository,0,2,3,0,0,0,0,0,D:\Projetos\_Web\web-budget\webBudget\src\main\java\br\com\webbudget\domain\repository\movement\PaymentRepository.java,class,false
PERSISTENCE,br.com.webbudget.domain.repository.contact.TelephoneRepository,0,2,3,0,0,0,0,0,D:\Projetos\_Web\web-budget\webBudget\src\main\java\br\com\webbudget\domain\repository\contact\TelephoneRepository.java,class,false
PERSISTENCE,br.com.webbudget.domain.repository.movement.MovementClassRepository,4,2,6,6,0,4,11,10,D:\Projetos\_Web\web-budget\webBudget\src\main\java\br\com\webbudget\domain\repository\movement\MovementClassRepository.java,class,false
ENTITY,br.com.webbudget.application.controller.miscellany.PeriodDetailsDTO,4,1,4,0,0,4,5,4,D:\Projetos\_Web\web-budget\webBudget\src\main\java\br\com\webbudget\application\controller\miscellany\PeriodDetailsDTO.java,class,false
ENTITY,br.com.webbudget.domain.entity.closing.Closing,2,2,11,1,0,2,4,3,D:\Projetos\_Web\web-budget\webBudget\src\main\java\br\com\webbudget\domain\entity\closing\Closing.java,class,true
[CONVERTER],br.com.webbudget.application.converter.LocalTimeConverter,2,1,4,1,0,2,3,3,D:\Projetos\_Web\web-budget\webBudget\src\main\java\br\com\webbudget\application\converter\LocalTimeConverter.java,class,false
PERSISTENCE,br.com.webbudget.domain.repository.movement.FinancialPeriodRepository,3,2,4,3,0,3,10,5,D:\Projetos\_Web\web-budget\webBudget\src\main\java\br\com\webbudget\domain\repository\movement\FinancialPeriodRepository.java,class,false
ABSTRACTATTRIBUTEDTYPE,br.com.webbudget.domain.security.GroupMembership,2,2,11,1,0,2,1,2,D:\Projetos\_Web\web-budget\webBudget\src\main\java\br\com\webbudget\domain\security\GroupMembership.java,class,false
ENTITY,br.com.webbudget.application.controller.financial.TransferenceBean,8,2,9,16,0,8,12,13,D:\Projetos\_Web\web-budget\webBudget\src\main\java\br\com\webbudget\application\controller\financial\TransferenceBean.java,class,false
UNDEFINED,br.com.webbudget.infraestructure.mail.Postman,1,1,6,0,0,1,11,1,D:\Projetos\_Web\web-budget\webBudget\src\main\java\br\com\webbudget\infraestructure\mail\Postman.java,class,false
ENTITY,br.com.webbudget.application.controller.financial.CardInvoiceBean,10,2,14,11,0,10,20,19,D:\Projetos\_Web\web-budget\webBudget\src\main\java\br\com\webbudget\application\controller\financial\CardInvoiceBean.java,class,false
UNDEFINED,br.com.webbudget.application.producer.VelocityProducer,2,1,5,1,0,2,5,2,D:\Projetos\_Web\web-budget\webBudget\src\main\java\br\com\webbudget\application\producer\VelocityProducer.java,class,false
UNDEFINED,br.com.webbudget.application.producer.BundleProducer,2,1,4,1,0,2,4,2,D:\Projetos\_Web\web-budget\webBudget\src\main\java\br\com\webbudget\application\producer\BundleProducer.java,class,false
